시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,축산업무구분명,축산고유번호,권리주체일련번호
가평군,꽃이랑개랑,20191018,,4,말소,20220701.0,,0.0,12463.0,경기도 가평군 설악면 한서로 ***,경기도 가평군 설악면 위곡리 ***-* ,12463.0,,,,245175.357146563,463057.27262895,동물관련영업,0.0,000
가평군,보우애견샵,20090708,,4,말소,20220701.0,,0.0,,경기도 가평군 하면 현창로**번길 **-*,경기도 가평군 하면 현리 ***-** ,,,,,,,동물관련영업,0.0,000
가평군,강아지나라,20100311,,4,말소,20220701.0,,,,경기도 가평군 청평면 청평중앙로 **-*,경기도 가평군 청평면 청평리 ***-** ,,,,,236894.589287939,470644.366611127,동물관련영업,0.0,000
가평군,예쁜강아지,20080909,,4,말소,20220701.0,,,,경기도 가평군 가평읍 가화로 ***-*,경기도 가평군 가평읍 읍내리 ***-* ,,,,,245212.733716023,480846.13394724,동물관련영업,0.0,000
가평군,자이언트펫,20180517,,4,말소,20220701.0,,0.0,12457.0,경기도 가평군 청평면 경춘로 ***,경기도 가평군 청평면 대성리 ***-** ,12457.0,,,,233842.021227323,466192.802959067,동물관련영업,0.0,000
가평군,몽드리,20220411,,4,말소,20220526.0,031-582-7979,0.0,12414.0,경기도 가평군 가평읍 석봉로 ***-*,경기도 가평군 가평읍 읍내리 ***-* ,,,,,244719.470753711,481454.489268265,동물관련영업,0.0,000
가평군,힐링히어,20200331,,4,말소,20220701.0,,0.0,12453.0,경기도 가평군 청평면 경춘로 ***,경기도 가평군 청평면 청평리 ***-* ,,,,,236375.12552723,470360.468779766,동물관련영업,0.0,000
가평군,베베(BEBE),20210416,,4,말소,20220701.0,,0.0,12412.0,경기도 가평군 가평읍 가화로 ***,경기도 가평군 가평읍 읍내리 ***-* ,,,,,245106.22117099,481080.570243268,동물관련영업,0.0,000
가평군,시바나라,20191018,,4,말소,20220701.0,,0.0,12403.0,"경기도 가평군 북면 멱골로 ***, 먹골생활관자연학습장",경기도 가평군 북면 목동리 *** 먹골생활관자연학습장 ,,,,,251096.613124078,491356.574357666,동물관련영업,0.0,000
가평군,장고하우스,20200717,,4,말소,20220526.0,,0.0,12447.0,경기도 가평군 상면 왕대벌길 ***,경기도 가평군 상면 임초리 *** ,,,,,232801.566866422,474061.279082101,동물관련영업,,L00
가평군,개꿈,20200604,,4,말소,20220526.0,,0.0,12419.0,경기도 가평군 가평읍 가화로 **,경기도 가평군 가평읍 읍내리 ***-*번지 ,,,,,245294.918893475,480565.896254516,동물관련영업,,000
가평군,개꿈,20200604,,4,말소,20220526.0,,0.0,12419.0,경기도 가평군 가평읍 가화로 **,경기도 가평군 가평읍 읍내리 ***-*번지 원할머니보쌈 ,,,,,245294.918893475,480565.896254516,동물관련영업,,000
가평군,베베(BEBE),20210416,,4,말소,20220526.0,,0.0,12412.0,경기도 가평군 가평읍 가화로 ***,경기도 가평군 가평읍 읍내리 ***-* ,,,,,245106.22117099,481080.570243268,동물관련영업,,000
가평군,꽃이랑개랑,20210416,,4,말소,20220526.0,,0.0,12463.0,경기도 가평군 설악면 한서로 ***,경기도 가평군 설악면 위곡리 ***-* ,12463.0,,,,245175.357146563,463057.27262895,동물관련영업,,000
가평군,베베(BEBE),20210416,,4,말소,20220526.0,,0.0,12412.0,경기도 가평군 가평읍 가화로 ***,경기도 가평군 가평읍 읍내리 ***-* ,,,,,245106.22117099,481080.570243268,동물관련영업,,000
가평군,시바나라,20191018,,4,말소,20220526.0,,0.0,12403.0,"경기도 가평군 북면 멱골로 ***, 먹골생활관자연학습장",경기도 가평군 북면 목동리 *** 먹골생활관자연학습장 ,,,,,251096.613124078,491356.574357666,동물관련영업,,000
가평군,띠울 애견미용,20180426,,4,말소,20220526.0,,0.0,12412.0,경기도 가평군 가평읍 가화로 ***-*,경기도 가평군 가평읍 읍내리 ***-* ,,,,,245062.317360632,481201.53995205,동물관련영업,,000
가평군,사마소,20191018,,4,말소,20220526.0,,0.0,12403.0,경기도 가평군 북면 멱골로 ***,경기도 가평군 북면 목동리 *** ,,,,,251096.613124078,491356.574357666,동물관련영업,,000
가평군,사마소,20191018,,4,말소,20220526.0,,0.0,12403.0,경기도 가평군 북면 멱골로 ***,경기도 가평군 북면 목동리 *** ,,,,,251096.613124078,491356.574357666,동물관련영업,,000
가평군,(주)코스코케이알,20100310,,4,말소,20220526.0,585-9975,,,경기도 가평군 설악면 신천중앙로**번길 ***-**,경기도 가평군 설악면 신천리 ***번지 ,,,,,243178.282430634,462157.43324989,동물관련영업,,L00
가평군,씽크독,20190612,,4,말소,20220526.0,031-585-7003,0.0,12457.0,경기도 가평군 청평면 경춘로 ***,경기도 가평군 청평면 대성리 ***-**번지 ,12457.0,,,,233842.021227323,466192.802959067,동물관련영업,,000
가평군,씽크독,20190612,,4,말소,20220526.0,031-585-7003,0.0,12457.0,경기도 가평군 청평면 경춘로 ***,경기도 가평군 청평면 대성리 ***-**번지 ,12457.0,,,,233842.021227323,466192.802959067,동물관련영업,,000
가평군,힐링히어,20200331,,4,말소,20220526.0,,0.0,12453.0,경기도 가평군 청평면 경춘로 ***,경기도 가평군 청평면 청평리 ***-*번지 ,,,,,236375.12552723,470360.468779766,동물관련영업,,000
가평군,한국애견대학,20200427,,4,말소,20220526.0,,0.0,12473.0,경기도 가평군 설악면 유명로 ***,경기도 가평군 설악면 가일리 ***-* 금정컨설팅 ,12473.0,,,,243050.728350968,455115.715097073,동물관련영업,,000
가평군,꽃이랑개랑,20191018,,4,말소,20220526.0,,0.0,12463.0,경기도 가평군 설악면 한서로 ***,경기도 가평군 설악면 위곡리 ***-*번지 ,12463.0,,,,245175.357146563,463057.27262895,동물관련영업,,000
가평군,강아지나라,20190225,,4,말소,20220526.0,031-585-6487,0.0,12452.0,경기도 가평군 청평면 청평중앙로 **-*,경기도 가평군 청평면 청평리 ***-**번지 ,,,,,236894.589287939,470644.366611127,동물관련영업,,000
가평군,개판살판,20190424,,4,말소,20220526.0,,0.0,12428.0,경기도 가평군 가평읍 북한강변로 ***,경기도 가평군 가평읍 금대리 **-*번지 ,12428.0,,,,246992.525588349,472357.571185787,동물관련영업,,000
가평군,예쁜강아지,20180516,,4,말소,20220526.0,031-582-1788,0.0,12419.0,경기도 가평군 가평읍 가화로 **,경기도 가평군 가평읍 읍내리 ***-**번지 ,,,,,245239.106692683,480718.993578817,동물관련영업,,000
가평군,러브캣,20181106,,0,정상,,,0.0,12440.0,경기도 가평군 상면 물골길 ***,경기도 가평군 상면 봉수리 **-* ,12440.0,,,,227316.457261711,481512.676257491,동물관련영업,0.0,000
가평군,가평가족동물학교,20180622,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 ** ,12406.0,,,,243124.867379563,488578.195033848,동물관련영업,0.0,000
가평군,행복한고양이,20180518,,0,정상,,,0.0,12416.0,경기도 가평군 가평읍 문화로 ***,경기도 가평군 가평읍 대곡리 ***-* ,,,,,244770.78033825,480356.397018707,동물관련영업,0.0,000
가평군,굿독,20170227,,0,정상,,,0.0,12416.0,경기도 가평군 가평읍 석봉로*번길 ***-**,,,,,,243338.0,480126.0,동물관련영업,0.0,000
가평군,유로애견농원,20190412,,0,정상,,,0.0,12467.0,경기도 가평군 설악면 신천중앙로**번길 ***-**,경기도 가평군 설악면 신천리 *** ,,,,,243178.282430634,462157.43324989,동물관련영업,0.0,000
가평군,다비농장,20180803,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 **-* ,12406.0,,,,243154.119693307,488613.002206333,동물관련영업,0.0,000
가평군,GOOD LIFE DOG,20190903,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 **-*번지 ,12406.0,,,,242980.462702075,488589.098843729,동물관련영업,,000
가평군,A HAPPY DOG WORLD,20190903,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 **-* ,12406.0,,,,243058.52514123,488517.44556131,동물관련영업,0.0,000
가평군,요미스토리,20221018,,0,정상,,,0.0,12416.0,경기도 가평군 가평읍 석봉로*번길 ***-**,경기도 가평군 가평읍 대곡리 ***-* ,,,,,243247.301369939,480064.513852221,동물생산업,0.0,000
가평군,상상고양이,20180212,,0,정상,,,0.0,12435.0,경기도 가평군 조종면 운악청계로 **-**,경기도 가평군 조종면 현리 ***-* ,,,,,230187.836045242,480358.212226184,동물관련영업,0.0,000
가평군,스타 아니스,20180801,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 ** ,12406.0,,,,243133.06027428,488633.950362912,동물관련영업,0.0,000
가평군,문계순,20180316,,0,정상,,,0.0,12441.0,경기도 가평군 상면 솔안길 ***-**,경기도 가평군 상면 율길리 ***-* ,12441.0,,,,225762.488602969,479959.31902213,동물관련영업,0.0,000
가평군,벨라켄넬,20180725,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 **-* ,12406.0,,,,243152.88843017,488599.95070571,동물관련영업,0.0,000
가평군,상경농장,20171222,,0,정상,,,0.0,12440.0,경기도 가평군 상면 물골길 ***,경기도 가평군 상면 봉수리 **-* ,12440.0,,,,227316.457261711,481512.676257491,동물관련영업,0.0,000
가평군,월드애견,20220714,,0,정상,,,0.0,12467.0,경기도 가평군 설악면 신천중앙로**번길 ***-**,경기도 가평군 설악면 신천리 ***-* ,,,,,,,동물관련영업,0.0,000
가평군,설악펫,20220714,,0,정상,,,0.0,12467.0,경기도 가평군 설악면 신천중앙로**번길 ***-**,경기도 가평군 설악면 신천리 ***-* ,,,,,,,동물관련영업,0.0,000
가평군,라임,20201231,,0,정상,,,0.0,,,경기도 가평군 설악면 신천리 ***-* ,,,,,,,동물관련영업,0.0,000
가평군,대선,20201127,,0,정상,,,0.0,12403.0,경기도 가평군 북면 화악산로 **,경기도 가평군 북면 목동리 ***-* ,,,,,248278.802925855,487245.18292836,동물관련영업,0.0,000
가평군,제일애견,20191010,,0,정상,,,0.0,12440.0,경기도 가평군 상면 봉수로 ***,경기도 가평군 상면 봉수리 ***-* ,12440.0,,,,225433.857055921,483876.938956936,동물관련영업,0.0,000
가평군,티에스켄넬,20190607,,0,정상,,,0.0,12449.0,경기도 가평군 청평면 수리재길 ***,경기도 가평군 청평면 상천리 ***-** ,12449.0,,,,238567.521784145,474920.707648546,동물관련영업,0.0,000
가평군,리나켄넬,20191218,,0,정상,,,0.0,12406.0,경기도 가평군 북면 백둔로 ***-**,경기도 가평군 북면 백둔리 **-** ,12406.0,,,,242992.430790204,488575.932889948,동물관련영업,0.0,000
가평군,팜독,20191218,,0,정상,,,0.0,12450.0,경기도 가평군 청평면 우무내길 **,경기도 가평군 청평면 하천리 ***-** ,12450.0,,,,237904.87449555,471635.421739998,동물관련영업,0.0,000
가평군,MY SOUL MATE KENNEL,20180523,,2,폐업,20201208.0,,0.0,12448.0,경기도 가평군 상면 수목원로 ***,경기도 가평군 상면 행현리 ***-* ,,,,,231780.703276611,472553.309952484,동물관련영업,,000
가평군,하늘,20210129,,2,폐업,20220420.0,,0.0,12452.0,경기도 가평군 청평면 잠곡로**번길 **,경기도 가평군 청평면 청평리 ***-* ,,,,,237897.645439529,470746.673866369,동물관련영업,0.0,000
가평군,사마장,20190826,,2,폐업,20220921.0,,0.0,12404.0,경기도 가평군 북면 화악산로 ***-**,경기도 가평군 북면 소법리 *** ,,,,,249238.426700586,489563.782672184,동물관련영업,0.0,000
가평군,고양이 하우스,20190212,,2,폐업,20200715.0,031-584-9938,0.0,12435.0,경기도 가평군 조종면 세곡로 **,경기도 가평군 조종면 현리 ***-* ,,,,,230169.994624826,481018.4294134,동물관련영업,,000
가평군,영훈캣,20180530,,2,폐업,20190903.0,,0.0,12408.0,경기도 가평군 가평읍 계량촌길 *,경기도 가평군 가평읍 승안리 *-*번지 ,,,,,244563.456427184,482099.539581831,동물관련영업,,000
고양시,애기야목욕가자,20180521,,4,말소,20220526.0,02-381-7542,0.0,10568.0,"경기도 고양시 덕양구 통일로 ***, 유창 프라자 *층 ***호 (신원동)",경기도 고양시 덕양구 신원동 ***번지 유창 프라자 ,10569.0,,,,190268.898285085,462534.269667155,동물관련영업,,000
고양시,제이제이펫,20120207,,4,말소,20220526.0,,,,경기도 고양시 일산동구 중앙로 **** (마두동),경기도 고양시 일산동구 장항동 ***번지 ,,,,,180064.545989764,461521.765221184,동물관련영업,,000
고양시,리사앤루이,20170227,,4,말소,20220526.0,,0.0,10323.0,"경기도 고양시 일산동구 위시티*로 **-*, ***호 (식사동)",경기도 고양시 일산동구 식사동 ****-*번지 ***호,10324.0,,,,183702.474417,464074.219214,동물관련영업,,000
고양시,탑독,20090327,,4,말소,20220526.0,,,,,경기도 고양시 덕양구 토당동 ***-*번지 *층일부 ,,,,,184415.175360745,457411.171329646,동물관련영업,,000
고양시,캣브리더스,20140103,,4,말소,20220526.0,,0.0,10338.0,"경기도 고양시 일산동구 중산로***번길 **-*, ***호 (중산동)",경기도 고양시 일산동구 중산동 ****-*번지 ***호,,,,,180412.652654656,464657.47874504,동물관련영업,,000
고양시,쿨펫동물병원(장항점),20110213,,4,말소,20220526.0,031-908-1756,,,,경기도 고양시 일산동구 장항동 ***번지 홈플러스 지하 *층 ,,,,,179536.212704008,461876.531597015,동물관련영업,,000
고양시,낭만고양이,20181004,,4,말소,20220526.0,031-984-2998,0.0,10392.0,"경기도 고양시 일산서구 주엽로 **, B동 ***호 (대화동)",경기도 고양시 일산서구 대화동 ****-***번지 ,,,,,178443.77289033,462653.992628028,동물관련영업,,000
고양시,네발아이들,20180620,,4,말소,20220526.0,070-8269-2191,0.0,10551.0,"경기도 고양시 덕양구 의장로 ***, 원프라자 *층 ***호 (도내동)",경기도 고양시 덕양구 도내동 ***번지 ,,,,,188670.845098268,459083.611355096,동물관련영업,,000
고양시,쿨펫동물병원 장항점,20080215,,4,말소,20220526.0,,,,,경기도 고양시 일산동구 장항동 ***번지 홈에버 *층 ,,,,,179536.212704008,461876.531597015,동물관련영업,,000
고양시,위즈펫 동물병원,20131116,,4,말소,20220526.0,031-916-7582,0.0,,,경기도 고양시 일산서구 주엽동 **번지 ,,,,,178348.883331191,463464.183725362,동물관련영업,,000
고양시,캐터리 플러스,20130812,,4,말소,20220526.0,,,10446.0,경기도 고양시 일산동구 강송로**번길 **-* (백석동),경기도 고양시 일산동구 백석동 ****-*번지 ,,,,,181192.97,460311.23,동물관련영업,,000
고양시,헬로우 퍼피,20180430,,4,말소,20220526.0,,0.0,10508.0,"경기도 고양시 덕양구 능곡로**번길 **, ***호 (토당동)",경기도 고양시 덕양구 토당동 ***-***번지 ,,,,,184066.106457579,457818.604370202,동물관련영업,,000
고양시,Paw&Me(포앤미),20180927,,4,말소,20220526.0,031-911-0229,0.0,10359.0,"경기도 고양시 일산동구 대산로 **, *층 (정발산동)",경기도 고양시 일산동구 정발산동 ****-*번지 ,,,,,180052.063027669,463086.972541602,동물관련영업,,000
고양시,the 예쁘개,20181005,,4,말소,20220526.0,031-925-1150,0.0,10359.0,"경기도 고양시 일산동구 일산로***번길 **-**, ***호 (정발산동)",경기도 고양시 일산동구 정발산동 ****-**번지 ,,,,,180171.882338267,463410.820350697,동물관련영업,,000
고양시,호수동물병원,20181005,,4,말소,20220526.0,031-922-1072,0.0,10379.0,"경기도 고양시 일산서구 중앙로 ****, 문촌마을동부썬프라자 A동 ***-*호 (주엽동)",경기도 고양시 일산서구 주엽동 **번지 문촌마을 복합상가 ,,,,,178529.136791301,463365.623578833,동물관련영업,,000
고양시,야옹이와 멍멍이,20100205,,4,말소,20220526.0,,,,,경기도 고양시 일산동구 백석동 ****-*   번지 ,,,,,,,동물관련영업,,000
고양시,쁘리펫,20140227,,4,말소,20220526.0,031-924-2008,0.0,10369.0,경기도 고양시 일산서구 일산로***번길 **-* (대화동),,,,,,178681.0,464528.0,동물관련영업,,000
고양시,FM동물메디컬센터,20181024,,4,말소,20220526.0,031-979-7975,0.0,10500.0,"경기도 고양시 덕양구 화중로 **, 대감빌딩 *층 ***, ***호 (화정동)",경기도 고양시 덕양구 화정동 ***-*번지 대감빌딩 ,,,,,185023.143470242,459077.395478509,동물관련영업,,000
고양시,도그원펫센터삼송점,20141110,,4,말소,20220526.0,02-6084-1591,0.0,10583.0,경기도 고양시 덕양구 통일로 *** (삼송동),경기도 고양시 덕양구 삼송동 **-**번지 ,10577.0,,,,190937.520573857,461531.036717031,동물관련영업,,L00
고양시,그루밍 캐나다,20180823,,4,말소,20220526.0,031-902-6122,0.0,10424.0,"경기도 고양시 일산동구 강촌로**번길 *-*, *층 (백석동)",경기도 고양시 일산동구 백석동 ****-* ,,,,,180456.131778819,460475.572475266,동물관련영업,,000
고양시,네발아이들,20180620,,4,말소,20220526.0,070-8269-2181,0.0,10551.0,"경기도 고양시 덕양구 의장로 ***, 원프라자 *층 ***호 (도내동)",경기도 고양시 덕양구 도내동 ***번지 ,,,,,188670.845098268,459083.611355096,동물관련영업,,000
고양시,페로페라,20180406,,4,말소,20220526.0,031-969-8586,,10323.0,"경기도 고양시 일산동구 위시티*로**번길 *-**, *층 (식사동)",경기도 고양시 일산동구 식사동 ****-* ,10324.0,,,,183497.0,463788.0,동물관련영업,0.0,000
고양시,고양동물병원,20180910,,4,말소,20220526.0,031-964-7599,0.0,10275.0,"경기도 고양시 덕양구 혜음로 *, 삼라마이다스프라자 ***, ***호 (고양동)",경기도 고양시 덕양구 고양동 ***번지 삼라마이다스프라자 ,10270.0,,,,191272.237926127,466525.081543565,동물관련영업,,000
고양시,그루밍,20180821,,4,말소,20220526.0,,0.0,10508.0,"경기도 고양시 덕양구 토당로 **-*, ***호 (토당동)",경기도 고양시 덕양구 토당동 ***-* ,,,,,183979.661410045,457670.066539209,동물관련영업,0.0,000
고양시,동물적감각,20180316,,4,말소,20220526.0,031-918-8275,0.0,10336.0,"경기도 고양시 일산동구 탄중로 ***-**, 한진프라자 ***호 (중산동)",경기도 고양시 일산동구 중산동 ****-*번지 한진프라자 ,,,,,180539.929390764,465776.82553254,동물관련영업,,000
고양시,주식회사 다솜코퍼레이션(DASOM CORPORATION),20181005,,4,말소,20220526.0,031-909-3182,0.0,10401.0,"경기도 고양시 일산동구 중앙로 ****, 롯데백화점일산점 별관동 지하*층 (장항동)",경기도 고양시 일산동구 장항동 ***번지 롯데백화점일산점 ,,,,,179812.331183859,462059.506265122,동물관련영업,,L00
고양시,강아지클럽,20090220,,4,말소,20220526.0,,,,,경기도 고양시 일산서구 일산동 ***-**  번지 ,,,,,,,동물관련영업,,000
고양시,행복이 가득한 동물병원,20080325,,4,말소,20220526.0,,,,,경기도 고양시 덕양구 화정동 ***-*   번지 새롬프라자 ***호 ,,,,,,,동물관련영업,,000
고양시,원흥동물의료센터,20181008,,4,말소,20220526.0,031-966-3328,0.0,10551.0,"경기도 고양시 덕양구 도래울로 **, 예승골드프라자 *층 ***호 (도내동)",경기도 고양시 덕양구 도내동 ****번지 예승골드프라자 ,,,,,188350.18632616,458565.21352114,동물관련영업,,000
고양시,바비펫샵,20170705,,4,말소,20220526.0,0319799798,,10486.0,"경기도 고양시 덕양구 서정마을로 *, ***호 (행신동, 행신프라자)",경기도 고양시 덕양구 행신동 ****번지 ***호,,,,,186421.557345025,457356.095590639,동물관련영업,,000
고양시,퍼피스타,20111201,,4,말소,20220526.0,031-911-6664,,,,경기도 고양시 일산서구 덕이동 ***-*번지 양우씨네플렉스 제*G-***호 ,,,,,178517.447217018,465351.3125131,동물관련영업,,000
고양시,펫앤유 24시 동물병원,20180906,,4,말소,20220526.0,031-962-8274,0.0,10264.0,경기도 고양시 덕양구 통일로 **** (내유동),경기도 고양시 덕양구 내유동 ***-* ,,,,,186831.959285029,468074.823296931,동물관련영업,,000
고양시,서울종합동물병원 백석,20090709,,4,말소,20220526.0,,,,,"경기도 고양시 일산동구 백석동 **** 동문굿모닝힐 ***동 ***,***호(일부) ",,,,,181196.280524901,459636.807109425,동물관련영업,,000
고양시,(주)그린프레밀리,20160401,,4,말소,20220526.0,,0.0,10301.0,경기도 고양시 일산동구 무궁화로 *** (풍동),,,,,,181149.682181138,463521.801944649,동물관련영업,,L00
고양시,위시티 동물병원,20180927,,4,말소,20220526.0,,0.0,10323.0,"경기도 고양시 일산동구 위시티*로**번길 **, B동 *층 (식사동, 위시티일산자이 주상복합)",경기도 고양시 일산동구 식사동 **** 위시티일산자이 주상복합 ,10324.0,,,,183416.0,464037.0,동물관련영업,0.0,000
고양시,바비펫샵,20180420,,4,말소,20220526.0,031-979-9798,0.0,10486.0,"경기도 고양시 덕양구 서정마을로 *, 행신프라자 ***호 (행신동)",경기도 고양시 덕양구 행신동 ****번지 행신프라자 ,,,,,186421.557345025,457356.095590639,동물관련영업,,000
